EventIndex,Planet1,Aspect,Planet2,Orb,Type
1006,Mercury,Conjunction,Venus,4°22’,Separating
1006,Mercury,Square,Mars,0°29’,Applying
1006,Mercury,Square,Neptune,3°22’,Applying
1006,Venus,Square,Mars,4°51’,Applying
1006,Venus,Sextile,Jupiter,3°13’,Separating
1006,Venus,Trine,Saturn,3°18’,Separating
1006,Mars,Conjunction,Neptune,2°53’,Applying
1006,Jupiter,Opposition,Saturn,0°05’,Separating
1006,Jupiter,Square,Uranus,3°38’,Separating
1006,Jupiter,Conjunction,Pluto,2°38’,Separating
1006,Saturn,Square,Uranus,3°32’,Applying
1006,Saturn,Opposition,Pluto,2°32’,Applying
1006,Uranus,Square,Pluto,1°00’,Applying
1007,Sun,Opposition,Mars,0°41’,Separating
1007,Sun,Opposition,Jupiter,7°56’,Applying
1007,Sun,Opposition,Neptune,2°33’,Separating
1007,Moon,Trine,Mars,7°54’,Separating
1007,Moon,Trine,Jupiter,0°42’,Applying
1007,Moon,Square,Saturn,7°28’,Separating
1007,Moon,Trine,Neptune,9°47’,Separating
1007,Moon,Sextile,Pluto,2°55’,Applying
1007,Mercury,Trine,Pluto,6°59’,Separating
1007,Mars,Conjunction,Neptune,1°52’,Applying
1007,Jupiter,Sextile,Pluto,2°12’,Separating
1007,Uranus,Square,Pluto,0°23’,Applying
1008,Sun,Conjunction,Mercury,1°07’,Separating
1008,Sun,Opposition,Pluto,3°22’,Separating
1008,Moon,Square,Venus,3°52’,Applying
1008,Moon,Conjunction,Neptune,5°29’,Separating
1008,Mercury,Opposition,Pluto,4°29’,Separating
1008,Venus,Conjunction,Saturn,6°25’,Applying
1008,Mars,Square,Jupiter,3°57’,Applying
1008,Mars,Square,Uranus,5°56’,Applying
1008,Mars,Trine,Neptune,4°47’,Applying
1008,Jupiter,Conjunction,Uranus,1°59’,Applying
1009,Sun,Conjunction,Mercury,4°58’,Applying
1009,Sun,Trine,Uranus,8°23’,Applying
1009,Sun,Trine,Neptune,2°35’,Applying
1009,Moon,Square,Jupiter,8°36’,Separating
1009,Moon,Square,Neptune,8°27’,Applying
1009,Mercury,Trine,Uranus,3°24’,Separating
1009,Mercury,Trine,Neptune,2°22’,Applying
1009,Mercury,Sextile,Pluto,3°12’,Separating
1009,Venus,Conjunction,Mars,5°13’,Separating
1009,Venus,Trine,Saturn,3°38’,Separating
1009,Mars,Trine,Saturn,1°35’,Applying
1009,Mars,Opposition,Uranus,2°22’,Separating
1009,Mars,Trine,Pluto,2°35’,Separating
1009,Jupiter,Square,Saturn,3°09’,Separating
1009,Saturn,Sextile,Uranus,3°58’,Applying
1009,Saturn,Trine,Pluto,4°11’,Applying
1009,Uranus,Conjunction,Neptune,5°47’,Applying
1009,Uranus,Sextile,Pluto,0°12’,Applying
1010,Sun,Opposition,Mars,8°37’,Separating
1010,Sun,Conjunction,Jupiter,2°00’,Applying
1010,Sun,Trine,Saturn,7°27’,Applying
1010,Sun,Opposition,Uranus,9°38’,Separating
1010,Sun,Conjunction,Neptune,7°19’,Separating
1010,Moon,Sextile,Pluto,2°02’,Applying
1010,Venus,Square,Saturn,5°19’,Separating
1010,Mars,Conjunction,Uranus,1°01’,Applying
1010,Mars,Opposition,Neptune,1°17’,Separating
1010,Jupiter,Trine,Saturn,5°27’,Applying
1010,Saturn,Square,Pluto,3°32’,Applying
1010,Uranus,Opposition,Neptune,2°19’,Separating
1011,Moon,Square,Jupiter,6°32’,Applying
1011,Moon,Trine,Neptune,1°10’,Applying
1011,Moon,Opposition,Pluto,0°29’,Separating
1011,Mercury,Conjunction,Saturn,1°08’,Applying
1011,Venus,Sextile,Uranus,2°46’,Separating
1011,Venus,Square,Neptune,0°44’,Applying
1011,Mars,Sextile,Jupiter,2°44’,Separating
1011,Neptune,Sextile,Pluto,1°40’,Applying
1012,Sun,Square,Uranus,7°25’,Applying
1012,Sun,Conjunction,Pluto,5°45’,Applying
1012,Moon,Square,Mars,3°14’,Applying
1012,Moon,Conjunction,Neptune,1°58’,Separating
1012,Mercury,Sextile,Mars,1°54’,Applying
1012,Mercury,Opposition,Saturn,6°37’,Separating
1012,Venus,Sextile,Neptune,3°52’,Separating
1012,Mars,Square,Neptune,5°13’,Separating
1012,Jupiter,Trine,Uranus,0°15’,Applying
1012,Uranus,Square,Pluto,1°40’,Applying
1013,Sun,Trine,Moon,2°41’,Applying
1013,Sun,Sextile,Mars,3°31’,Applying
1013,Sun,Opposition,Uranus,6°47’,Separating
1013,Sun,Sextile,Pluto,4°03’,Applying
1013,Moon,Square,Venus,9°42’,Applying
1013,Moon,Opposition,Mars,6°12’,Applying
1013,Moon,Trine,Saturn,9°36’,Separating
1013,Moon,Sextile,Uranus,4°05’,Separating
1013,Moon,Square,Neptune,8°13’,Applying
1013,Venus,Square,Mars,3°29’,Separating
1013,Venus,Conjunction,Neptune,1°28’,Separating
1013,Mars,Trine,Jupiter,3°10’,Applying
1013,Mars,Square,Neptune,2°00’,Applying
1013,Mars,Trine,Pluto,0°32’,Applying
1013,Jupiter,Conjunction,Pluto,2°38’,Separating
1013,Saturn,Opposition,Uranus,5°30’,Applying
1014,Sun,Conjunction,Venus,8°10’,Applying
1014,Sun,Trine,Jupiter,8°35’,Separating
1014,Sun,Sextile,Neptune,0°33’,Applying
1014,Moon,Opposition,Venus,7°02’,Applying
1014,Moon,Square,Pluto,5°11’,Applying
1014,Mercury,Opposition,Mars,1°12’,Applying
1014,Mercury,Square,Jupiter,2°17’,Applying
1014,Mercury,Trine,Pluto,0°51’,Applying
1014,Venus,Trine,Jupiter,0°25’,Separating
1014,Venus,Square,Pluto,1°51’,Separating
1014,Mars,Square,Jupiter,1°04’,Separating
1014,Mars,Sextile,Pluto,0°21’,Applying
1014,Saturn,Trine,Uranus,1°28’,Applying
1014,Saturn,Square,Neptune,1°37’,Applying
1015,Sun,Sextile,Moon,3°02’,Separating
1015,Sun,Trine,Jupiter,1°14’,Separating
1015,Sun,Conjunction,Saturn,5°54’,Applying
1015,Sun,Opposition,Uranus,3°27’,Separating
1015,Sun,Trine,Neptune,1°27’,Separating
1015,Sun,Opposition,Pluto,6°32’,Separating
1015,Moon,Square,Mercury,5°48’,Applying
1015,Moon,Sextile,Jupiter,4°17’,Separating
1015,Moon,Sextile,Saturn,2°51’,Applying
1015,Moon,Trine,Uranus,6°30’,Separating
1015,Moon,Opposition,Neptune,4°30’,Separating
1015,Moon,Trine,Pluto,9°35’,Separating
1015,Mercury,Trine,Mars,1°47’,Applying
1015,Venus,Opposition,Mars,6°55’,Applying
1015,Venus,Square,Jupiter,1°22’,Separating
1015,Jupiter,Sextile,Uranus,2°12’,Separating
1015,Jupiter,Trine,Neptune,0°12’,Applying
1015,Uranus,Sextile,Neptune,2°00’,Separating
1015,Uranus,Conjunction,Pluto,3°04’,Applying
1016,Sun,Square,Mars,4°43’,Applying
1016,Sun,Trine,Saturn,7°44’,Separating
1016,Sun,Trine,Uranus,2°57’,Separating
1016,Sun,Trine,Neptune,0°23’,Applying
1016,Sun,Opposition,Pluto,5°21’,Applying
1016,Moon,Square,Jupiter,0°54’,Applying
1016,Mercury,Conjunction,Venus,3°33’,Applying
1016,Mercury,Trine,Jupiter,4°45’,Separating
1016,Mercury,Square,Saturn,5°03’,Applying
1016,Venus,Square,Saturn,1°29’,Separating
1016,Venus,Square,Uranus,6°17’,Separating
1016,Mars,Square,Pluto,0°38’,Applying
1016,Saturn,Conjunction,Uranus,4°47’,Applying
1016,Uranus,Trine,Neptune,3°20’,Separating
1017,Sun,Trine,Moon,4°17’,Applying
1017,Sun,Conjunction,Mercury,7°48’,Separating
1017,Sun,Opposition,Mars,3°39’,Applying
1017,Sun,Trine,Jupiter,5°34’,Separating
1017,Sun,Conjunction,Neptune,8°29’,Separating
1017,Moon,Conjunction,Jupiter,1°16’,Separating
1017,Moon,Trine,Neptune,4°11’,Separating
1017,Moon,Opposition,Pluto,4°38’,Separating
1017,Mercury,Opposition,Mars,4°08’,Separating
1017,Venus,Square,Saturn,4°38’,Separating
1017,Venus,Conjunction,Uranus,1°19’,Separating
1017,Jupiter,Trine,Neptune,2°55’,Applying
1017,Jupiter,Opposition,Pluto,3°21’,Applying
1017,Saturn,Square,Uranus,3°18’,Separating
1017,Neptune,Sextile,Pluto,0°26’,Separating
1018,Sun,Trine,Saturn,0°41’,Applying
1018,Sun,Square,Uranus,9°22’,Separating
1018,Sun,Square,Neptune,6°10’,Applying
1018,Moon,Sextile,Mercury,2°42’,Separating
1018,Moon,Sextile,Venus,3°35’,Applying
1018,Moon,Conjunction,Jupiter,9°55’,Separating
1018,Moon,Square,Saturn,9°42’,Applying
1018,Moon,Sextile,Uranus,0°21’,Separating
1018,Mercury,Conjunction,Venus,6°17’,Applying
1018,Mercury,Trine,Uranus,2°20’,Applying
1018,Venus,Trine,Uranus,3°57’,Applying
1018,Mars,Square,Jupiter,6°22’,Applying
1018,Mars,Trine,Neptune,1°29’,Applying
1018,Mars,Opposition,Pluto,2°16’,Applying
1018,Jupiter,Square,Pluto,4°06’,Separating
1018,Neptune,Sextile,Pluto,0°46’,Applying
1019,Sun,Trine,Pluto,4°43’,Separating
1019,Moon,Trine,Mercury,8°06’,Applying
1019,Moon,Opposition,Saturn,8°26’,Separating
1019,Moon,Square,Pluto,8°26’,Separating
1019,Mercury,Sextile,Venus,2°30’,Separating
1019,Mercury,Sextile,Uranus,2°11’,Separating
1019,Mercury,Opposition,Neptune,6°35’,Separating
1019,Venus,Conjunction,Mars,5°53’,Applying
1019,Venus,Conjunction,Uranus,0°19’,Separating
1019,Venus,Trine,Neptune,4°04’,Applying
1019,Mars,Conjunction,Uranus,6°13’,Separating
1019,Mars,Trine,Neptune,1°48’,Separating
1019,Saturn,Square,Pluto,0°00’,Separating
1019,Uranus,Trine,Neptune,4°24’,Applying
1020,Sun,Conjunction,Moon,2°39’,Separating
1020,Sun,Trine,Neptune,8°04’,Applying
1020,Moon,Trine,Neptune,5°25’,Applying
1020,Mercury,Opposition,Jupiter,0°02’,Separating
1020,Mercury,Conjunction,Saturn,5°27’,Separating
1020,Mercury,Square,Uranus,6°20’,Separating
1020,Mercury,Opposition,Pluto,2°27’,Applying
1020,Venus,Square,Mars,6°12’,Separating
1020,Venus,Trine,Jupiter,5°15’,Separating
1020,Venus,Trine,Pluto,2°44’,Separating
1020,Mars,Trine,Uranus,5°21’,Applying
1020,Jupiter,Opposition,Saturn,5°24’,Applying
1020,Jupiter,Square,Uranus,6°17’,Applying
1020,Jupiter,Conjunction,Pluto,2°30’,Separating
1020,Saturn,Square,Uranus,0°53’,Separating
1020,Saturn,Trine,Neptune,6°35’,Separating
1021,Sun,Square,Moon,5°40’,Applying
1021,Sun,Opposition,Saturn,0°28’,Separating
1021,Sun,Square,Uranus,8°28’,Separating
1021,Sun,Conjunction,Pluto,9°52’,Separating
1021,Moon,Trine,Mercury,2°03’,Applying
1021,Moon,Sextile,Venus,3°03’,Applying
1021,Moon,Sextile,Mars,3°26’,Separating
1021,Moon,Trine,Jupiter,0°09’,Applying
1021,Moon,Square,Saturn,5°12’,Applying
1021,Moon,Conjunction,Uranus,2°47’,Separating
1021,Moon,Square,Pluto,4°11’,Separating
1021,Mercury,Sextile,Venus,1°00’,Applying
1021,Mercury,Conjunction,Jupiter,1°53’,Separating
1021,Mercury,Trine,Uranus,4°51’,Separating
1021,Venus,Conjunction,Mars,6°30’,Applying
1021,Venus,Sextile,Jupiter,2°54’,Applying
1021,Mars,Sextile,Jupiter,3°36’,Applying
1021,Mars,Sextile,Uranus,0°38’,Applying
1021,Jupiter,Trine,Uranus,2°57’,Separating
1021,Uranus,Square,Pluto,1°23’,Applying
1022,Sun,Square,Neptune,0°44’,Separating
1022,Moon,Trine,Mercury,9°52’,Separating
1022,Moon,Sextile,Jupiter,0°01’,Applying
1022,Moon,Trine,Saturn,3°51’,Applying
1022,Moon,Sextile,Pluto,0°13’,Applying
1022,Mercury,Conjunction,Venus,3°16’,Applying
1022,Mercury,Trine,Neptune,6°06’,Separating
1022,Venus,Trine,Neptune,2°49’,Separating
1022,Mars,Trine,Uranus,3°59’,Separating
1022,Jupiter,Opposition,Saturn,3°49’,Applying
1022,Jupiter,Square,Uranus,1°05’,Separating
1022,Jupiter,Conjunction,Pluto,0°11’,Applying
1022,Saturn,Square,Uranus,4°55’,Applying
1022,Saturn,Opposition,Pluto,3°37’,Applying
1022,Uranus,Square,Pluto,1°17’,Applying
1023,Sun,Trine,Saturn,6°29’,Applying
1023,Sun,Sextile,Pluto,2°21’,Separating
1023,Moon,Trine,Venus,8°12’,Separating
1023,Moon,Opposition,Jupiter,0°46’,Separating
1023,Moon,Square,Uranus,7°41’,Applying
1023,Moon,Square,Neptune,6°23’,Applying
1023,Mercury,Trine,Uranus,4°30’,Separating
1023,Mercury,Square,Pluto,1°21’,Applying
1023,Venus,Square,Saturn,0°36’,Applying
1023,Mars,Trine,Saturn,4°54’,Separating
1023,Uranus,Opposition,Neptune,1°18’,Applying
1024,Sun,Square,Moon,0°43’,Applying
1024,Sun,Conjunction,Venus,5°17’,Separating
1024,Sun,Conjunction,Uranus,6°53’,Separating
1024,Sun,Square,Neptune,2°35’,Separating
1024,Moon,Trine,Mercury,2°41’,Separating
1024,Moon,Square,Venus,6°00’,Applying
1024,Moon,Square,Uranus,6°10’,Separating
1024,Moon,Opposition,Neptune,1°52’,Separating
1024,Moon,Trine,Pluto,0°35’,Separating
1024,Mercury,Square,Jupiter,2°10’,Separating
1024,Mercury,Sextile,Neptune,0°49’,Applying
1024,Mercury,Conjunction,Pluto,2°05’,Applying
1024,Mars,Trine,Uranus,6°48’,Applying
1024,Jupiter,Sextile,Uranus,1°19’,Separating
1024,Jupiter,Square,Pluto,4°15’,Applying
1024,Saturn,Square,Uranus,5°33’,Separating
1024,Uranus,Square,Neptune,4°18’,Applying
1024,Neptune,Sextile,Pluto,1°16’,Separating
1025,Sun,Sextile,Uranus,5°29’,Separating
1025,Sun,Square,Neptune,8°40’,Separating
1025,Moon,Opposition,Mercury,5°01’,Applying
1025,Moon,Trine,Venus,1°17’,Applying
1025,Moon,Square,Mars,5°25’,Applying
1025,Moon,Trine,Pluto,3°18’,Applying
1025,Mercury,Sextile,Venus,3°44’,Applying
1025,Mercury,Square,Mars,0°23’,Separating
1025,Mercury,Square,Neptune,5°11’,Separating
1025,Mercury,Sextile,Pluto,1°42’,Applying
1025,Venus,Conjunction,Pluto,2°01’,Applying
1025,Mars,Opposition,Neptune,4°47’,Applying
1025,Jupiter,Square,Uranus,3°29’,Separating
1025,Jupiter,Trine,Neptune,0°17’,Separating
1026,Sun,Square,Uranus,0°26’,Applying
1026,Moon,Opposition,Mercury,0°32’,Applying
1026,Moon,Trine,Jupiter,5°04’,Applying
1026,Moon,Sextile,Saturn,3°14’,Separating
1026,Moon,Square,Neptune,2°01’,Applying
1026,Mercury,Trine,Saturn,3°46’,Separating
1026,Mercury,Square,Neptune,1°29’,Applying
1026,Venus,Conjunction,Mars,3°07’,Separating
1026,Venus,Trine,Uranus,3°46’,Separating
1026,Mars,Trine,Uranus,6°54’,Separating
1026,Jupiter,Square,Pluto,1°56’,Separating
1026,Neptune,Sextile,Pluto,1°05’,Applying
1027,Moon,Opposition,Mercury,7°32’,Applying
1027,Moon,Opposition,Mars,7°46’,Applying
1027,Moon,Square,Uranus,9°47’,Applying
1027,Mercury,Conjunction,Mars,0°14’,Separating
1027,Mercury,Conjunction,Jupiter,2°37’,Applying
1027,Mercury,Square,Uranus,2°15’,Applying
1027,Venus,Trine,Uranus,1°26’,Applying
1027,Mars,Conjunction,Jupiter,2°23’,Applying
1027,Mars,Square,Uranus,2°00’,Applying
1027,Jupiter,Sextile,Saturn,3°31’,Applying
1027,Jupiter,Square,Uranus,0°22’,Separating
1027,Saturn,Conjunction,Neptune,5°10’,Applying
1028,Sun,Square,Jupiter,0°40’,Applying
1028,Sun,Conjunction,Uranus,0°28’,Separating
1028,Sun,Trine,Pluto,7°43’,Separating
1028,Moon,Conjunction,Venus,4°25’,Applying
1028,Moon,Trine,Mars,6°28’,Applying
1028,Moon,Trine,Jupiter,6°08’,Separating
1028,Moon,Opposition,Saturn,6°54’,Applying
1028,Moon,Trine,Neptune,6°34’,Separating
1028,Mercury,Trine,Saturn,4°25’,Separating
1028,Mercury,Trine,Pluto,4°08’,Applying
1028,Venus,Trine,Mars,2°02’,Applying
1028,Venus,Opposition,Saturn,2°28’,Applying
1028,Mars,Sextile,Saturn,0°25’,Applying
1028,Jupiter,Square,Uranus,1°09’,Separating
1028,Jupiter,Trine,Neptune,0°26’,Separating
1029,Sun,Conjunction,Mercury,5°52’,Separating
1029,Sun,Square,Pluto,0°16’,Separating
1029,Moon,Conjunction,Uranus,1°25’,Separating
1029,Moon,Conjunction,Neptune,3°28’,Separating
1029,Moon,Sextile,Pluto,0°45’,Applying
1029,Mercury,Sextile,Mars,0°10’,Separating
1029,Mercury,Square,Pluto,6°08’,Separating
1029,Mars,Trine,Jupiter,6°39’,Applying
1029,Jupiter,Trine,Saturn,2°05’,Applying
1029,Uranus,Conjunction,Neptune,2°03’,Applying
1029,Uranus,Sextile,Pluto,2°10’,Separating
1030,Sun,Opposition,Moon,2°40’,Applying
1030,Sun,Trine,Mars,5°20’,Separating
1030,Sun,Opposition,Saturn,5°57’,Separating
1030,Sun,Trine,Pluto,8°05’,Separating
1030,Moon,Sextile,Mars,2°39’,Separating
1030,Moon,Conjunction,Saturn,3°16’,Separating
1030,Moon,Opposition,Uranus,8°45’,Separating
1030,Moon,Sextile,Pluto,5°24’,Separating
1030,Mercury,Square,Pluto,3°50’,Applying
1030,Venus,Square,Mars,4°24’,Separating
1030,Venus,Opposition,Jupiter,3°19’,Separating
1030,Venus,Opposition,Neptune,3°34’,Separating
1030,Mars,Square,Jupiter,1°04’,Applying
1030,Mars,Sextile,Saturn,0°36’,Separating
1030,Mars,Trine,Uranus,6°06’,Separating
1030,Mars,Square,Neptune,0°49’,Applying
1030,Mars,Trine,Pluto,2°44’,Separating
1030,Jupiter,Conjunction,Neptune,0°14’,Applying
1030,Saturn,Opposition,Uranus,5°29’,Applying
1030,Saturn,Sextile,Pluto,2°07’,Applying
1030,Uranus,Trine,Pluto,3°21’,Applying
1031,Sun,Conjunction,Mercury,8°06’,Separating
1031,Sun,Conjunction,Saturn,6°31’,Separating
1031,Moon,Opposition,Uranus,3°56’,Applying
1031,Moon,Square,Neptune,9°43’,Separating
1031,Mercury,Square,Neptune,4°52’,Applying
1031,Venus,Sextile,Jupiter,3°23’,Applying
1031,Venus,Trine,Neptune,3°37’,Separating
1031,Jupiter,Conjunction,Saturn,3°29’,Applying
1031,Neptune,Sextile,Pluto,3°24’,Separating
1032,Sun,Sextile,Mars,5°16’,Separating
1032,Sun,Sextile,Jupiter,2°01’,Separating
1032,Sun,Opposition,Neptune,2°07’,Applying
1032,Moon,Square,Mars,0°51’,Applying
1032,Moon,Square,Jupiter,4°06’,Applying
1032,Moon,Trine,Saturn,8°29’,Separating
1032,Moon,Conjunction,Uranus,5°00’,Applying
1032,Moon,Trine,Pluto,0°10’,Separating
1032,Mercury,Sextile,Venus,1°01’,Separating
1032,Venus,Conjunction,Uranus,6°42’,Separating
1032,Mars,Conjunction,Jupiter,3°14’,Applying
1032,Mars,Square,Uranus,4°08’,Applying
1032,Jupiter,Square,Uranus,0°54’,Applying
1032,Jupiter,Trine,Neptune,4°09’,Applying
1032,Uranus,Trine,Pluto,5°10’,Separating
1033,Sun,Conjunction,Venus,8°07’,Applying
1033,Sun,Conjunction,Jupiter,9°19’,Separating
1033,Sun,Square,Pluto,6°20’,Separating
1033,Moon,Trine,Jupiter,3°12’,Applying
1033,Moon,Square,Neptune,2°38’,Applying
1033,Mercury,Conjunction,Mars,2°52’,Applying
1033,Mercury,Trine,Saturn,1°40’,Separating
1033,Mercury,Sextile,Neptune,2°39’,Separating
1033,Mercury,Trine,Pluto,6°12’,Separating
1033,Venus,Conjunction,Mars,6°26’,Separating
1033,Mars,Trine,Saturn,4°32’,Applying
1033,Jupiter,Square,Saturn,1°32’,Separating
1033,Jupiter,Square,Pluto,2°59’,Applying
1033,Saturn,Sextile,Neptune,0°58’,Separating
1033,Saturn,Conjunction,Pluto,4°32’,Applying
1033,Neptune,Sextile,Pluto,3°33’,Applying
1034,Sun,Opposition,Moon,9°49’,Applying
1034,Sun,Square,Jupiter,0°43’,Applying
1034,Sun,Square,Saturn,6°13’,Applying
1034,Sun,Square,Neptune,2°12’,Separating
1034,Moon,Trine,Mars,5°50’,Separating
1034,Moon,Square,Neptune,7°36’,Applying
1034,Moon,Square,Pluto,5°11’,Separating
1034,Mercury,Trine,Neptune,6°28’,Applying
1034,Mercury,Trine,Pluto,6°18’,Separating
1034,Venus,Conjunction,Mars,6°04’,Applying
1034,Venus,Sextile,Saturn,2°02’,Separating
1034,Jupiter,Conjunction,Saturn,5°30’,Applying
1034,Jupiter,Opposition,Neptune,2°55’,Separating
1034,Uranus,Opposition,Pluto,5°15’,Applying
1035,Sun,Square,Mars,6°04’,Applying
1035,Sun,Square,Jupiter,7°09’,Applying
1035,Moon,Trine,Mercury,3°20’,Applying
1035,Moon,Trine,Uranus,8°49’,Applying
1035,Mercury,Conjunction,Uranus,5°28’,Applying
1035,Mercury,Square,Neptune,2°47’,Separating
1035,Venus,Sextile,Uranus,2°28’,Separating
1035,Mars,Opposition,Jupiter,1°05’,Applying
1035,Mars,Trine,Saturn,0°25’,Separating
1035,Jupiter,Sextile,Saturn,1°31’,Separating
1035,Neptune,Sextile,Pluto,1°28’,Applying
1036,Sun,Conjunction,Mercury,8°59’,Applying
1036,Sun,Square,Mars,7°24’,Applying
1036,Sun,Trine,Pluto,3°17’,Separating
1036,Moon,Sextile,Venus,2°05’,Applying
1036,Moon,Trine,Neptune,2°23’,Separating
1036,Moon,Square,Pluto,3°10’,Applying
1036,Mercury,Square,Saturn,6°51’,Separating
1036,Mercury,Trine,Pluto,5°42’,Applying
1036,Venus,Conjunction,Uranus,5°12’,Applying
1036,Venus,Opposition,Neptune,4°29’,Separating
1036,Mars,Opposition,Jupiter,5°08’,Applying
1036,Mars,Trine,Uranus,6°34’,Separating
1037,Sun,Conjunction,Mercury,0°16’,Applying
1037,Sun,Trine,Neptune,7°51’,Separating
1037,Moon,Opposition,Venus,7°18’,Separating
1037,Moon,Square,Jupiter,9°55’,Separating
1037,Moon,Conjunction,Uranus,2°52’,Separating
1037,Moon,Square,Neptune,6°35’,Separating
1037,Venus,Square,Jupiter,2°37’,Separating
1037,Venus,Opposition,Uranus,4°25’,Applying
1037,Venus,Square,Neptune,0°42’,Applying
1037,Jupiter,Conjunction,Neptune,3°19’,Separating
1037,Jupiter,Sextile,Pluto,0°28’,Applying
1037,Saturn,Trine,Pluto,5°56’,Applying
1037,Uranus,Square,Neptune,3°43’,Applying
1037,Neptune,Sextile,Pluto,3°47’,Separating
1038,Sun,Conjunction,Jupiter,8°05’,Separating
1038,Moon,Opposition,Venus,0°45’,Separating
1038,Moon,Square,Uranus,1°58’,Applying
1038,Moon,Square,Neptune,1°56’,Applying
1038,Mercury,Conjunction,Mars,0°02’,Applying
1038,Mercury,Square,Saturn,1°42’,Separating
1038,Mercury,Sextile,Uranus,3°17’,Applying
1038,Mercury,Sextile,Neptune,3°19’,Applying
1038,Mercury,Conjunction,Pluto,2°42’,Separating
1038,Venus,Square,Uranus,2°43’,Applying
1038,Venus,Square,Neptune,2°41’,Applying
1038,Mars,Square,Saturn,1°45’,Applying
1038,Mars,Sextile,Uranus,3°14’,Separating
1038,Mars,Sextile,Neptune,3°16’,Separating
1038,Mars,Conjunction,Pluto,2°45’,Applying
1038,Jupiter,Trine,Saturn,3°40’,Separating
1038,Saturn,Square,Pluto,1°00’,Separating
1038,Uranus,Conjunction,Neptune,0°02’,Separating
1039,Sun,Square,Mars,8°29’,Separating
1039,Sun,Conjunction,Jupiter,0°07’,Separating
1039,Sun,Sextile,Neptune,3°55’,Applying
1039,Sun,Trine,Pluto,6°23’,Applying
1039,Moon,Trine,Mercury,0°54’,Separating
1039,Moon,Square,Neptune,9°42’,Separating
1039,Mercury,Square,Saturn,1°25’,Applying
1039,Mercury,Square,Pluto,6°20’,Separating
1039,Venus,Trine,Mars,1°04’,Separating
1039,Venus,Opposition,Uranus,6°19’,Separating
1039,Jupiter,Trine,Pluto,6°30’,Applying
1039,Saturn,Sextile,Uranus,2°06’,Applying
1039,Neptune,Sextile,Pluto,2°27’,Applying
1040,Sun,Trine,Moon,5°59’,Separating
1040,Sun,Conjunction,Venus,9°35’,Separating
1040,Sun,Conjunction,Mars,9°14’,Separating
1040,Sun,Trine,Jupiter,7°32’,Applying
1040,Sun,Opposition,Uranus,5°08’,Applying
1040,Moon,Trine,Venus,3°35’,Applying
1040,Moon,Conjunction,Jupiter,1°32’,Applying
1040,Moon,Conjunction,Saturn,4°13’,Applying
1040,Moon,Sextile,Uranus,0°51’,Separating
1040,Moon,Square,Neptune,4°53’,Separating
1040,Venus,Trine,Jupiter,2°02’,Separating
1040,Venus,Trine,Saturn,0°37’,Applying
1040,Venus,Opposition,Uranus,4°27’,Separating
1040,Jupiter,Conjunction,Saturn,2°40’,Separating
1040,Jupiter,Sextile,Uranus,2°24’,Applying
1040,Jupiter,Square,Neptune,6°26’,Applying
1040,Neptune,Sextile,Pluto,2°08’,Separating
1041,Sun,Trine,Moon,2°07’,Applying
1041,Sun,Conjunction,Mercury,6°37’,Separating
1041,Sun,Sextile,Mars,5°20’,Separating
1041,Sun,Square,Pluto,1°48’,Separating
1041,Moon,Trine,Mercury,8°45’,Applying
1041,Moon,Sextile,Mars,3°13’,Separating
1041,Moon,Square,Saturn,4°45’,Separating
1041,Moon,Square,Uranus,4°14’,Separating
1041,Venus,Square,Jupiter,0°53’,Applying
1041,Mars,Square,Neptune,2°22’,Separating
1041,Saturn,Conjunction,Uranus,0°30’,Applying
1041,Saturn,Trine,Neptune,0°50’,Separating
1041,Uranus,Trine,Neptune,1°21’,Separating
1042,Sun,Conjunction,Mercury,6°33’,Separating
1042,Sun,Square,Saturn,3°44’,Separating
1042,Sun,Opposition,Uranus,4°36’,Separating
1042,Moon,Trine,Venus,7°18’,Applying
1042,Moon,Trine,Mars,3°32’,Applying
1042,Moon,Opposition,Jupiter,4°38’,Applying
1042,Moon,Trine,Saturn,8°29’,Applying
1042,Mercury,Square,Saturn,2°49’,Separating
1042,Mercury,Opposition,Uranus,1°56’,Separating
1042,Venus,Conjunction,Mars,3°45’,Applying
1042,Venus,Sextile,Jupiter,2°39’,Separating
1042,Venus,Trine,Saturn,1°11’,Applying
1042,Venus,Trine,Neptune,6°18’,Applying
1042,Venus,Opposition,Pluto,2°42’,Applying
1042,Mars,Sextile,Jupiter,1°06’,Applying
1042,Mars,Trine,Saturn,4°56’,Applying
1042,Mars,Opposition,Pluto,6°28’,Applying
1042,Jupiter,Sextile,Saturn,3°50’,Applying
1042,Jupiter,Trine,Pluto,5°22’,Applying
1042,Saturn,Square,Uranus,0°52’,Separating
1042,Saturn,Trine,Neptune,5°07’,Applying
1042,Saturn,Sextile,Pluto,1°31’,Applying
1042,Neptune,Sextile,Pluto,3°35’,Separating
1043,Sun,Square,Moon,6°42’,Separating
1043,Sun,Conjunction,Mars,3°43’,Applying
1043,Sun,Opposition,Jupiter,8°30’,Applying
1043,Sun,Opposition,Uranus,8°56’,Applying
1043,Moon,Square,Mars,2°59’,Separating
1043,Moon,Square,Jupiter,1°47’,Applying
1043,Moon,Square,Uranus,2°13’,Applying
1043,Moon,Trine,Neptune,6°36’,Separating
1043,Mars,Opposition,Jupiter,4°46’,Applying
1043,Mars,Opposition,Uranus,5°12’,Applying
1043,Jupiter,Conjunction,Uranus,0°25’,Separating
